"Course","Course code","Subject","Subject code","Link","Points","Levels"
"Samtida dans - Nivå 3","SAMD300DX","Samtida dans","SAMD","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SAMD&courseCode=SAMD300DX&version=1&tos=gy&origin=gy2025","200","SAMD100DX,SAMD200DX,SAMD300DX"
"Scenisk design - Nivå 1","SCEN1000X","Scenisk design","SCEN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SCEN&courseCode=SCEN1000X&version=1&tos=gy&origin=gy2025","100","SCEN1000X,SCEN2000X"
"Scenisk design - Nivå 2","SCEN2000X","Scenisk design","SCEN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SCEN&courseCode=SCEN2000X&version=1&tos=gy&origin=gy2025","100","SCEN1000X,SCEN2000X"
"Scenisk gestaltning - Nivå 1","SCEI1000X","Scenisk gestaltning","SCEI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SCEI&courseCode=SCEI1000X&version=1&tos=gy&origin=gy2025","100","SCEI1000X,SCEI2000X,SCEI3000X"
"Scenisk gestaltning - Nivå 2","SCEI2000X","Scenisk gestaltning","SCEI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SCEI&courseCode=SCEI2000X&version=1&tos=gy&origin=gy2025","100","SCEI1000X,SCEI2000X,SCEI3000X"
"Scenisk gestaltning - Nivå 3","SCEI3000X","Scenisk gestaltning","SCEI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SCEI&courseCode=SCEI3000X&version=1&tos=gy&origin=gy2025","100","SCEI1000X,SCEI2000X,SCEI3000X"
"Sceniskt karaktärsarbete - Nivå 1","SCES1000X","Sceniskt karaktärsarbete","SCES","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SCES&courseCode=SCES1000X&version=1&tos=gy&origin=gy2025","100","SCES1000X,SCES2000X"
"Sceniskt karaktärsarbete - Nivå 2","SCES2000X","Sceniskt karaktärsarbete","SCES","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SCES&courseCode=SCES2000X&version=1&tos=gy&origin=gy2025","100","SCES1000X,SCES2000X"
"Scenisk verksamhet – klassisk balett - Nivå 1","SCEV100DX","Scenisk verksamhet – klassisk balett","SCEV","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SCEV&courseCode=SCEV100DX&version=1&tos=gy&origin=gy2025","100","SCEV100DX,SCEV200DX,SCEV300DX"
"Scenisk verksamhet – klassisk balett - Nivå 2","SCEV200DX","Scenisk verksamhet – klassisk balett","SCEV","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SCEV&courseCode=SCEV200DX&version=1&tos=gy&origin=gy2025","100","SCEV100DX,SCEV200DX,SCEV300DX"
"Scenisk verksamhet – klassisk balett - Nivå 3","SCEV300DX","Scenisk verksamhet – klassisk balett","SCEV","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SCEV&courseCode=SCEV300DX&version=1&tos=gy&origin=gy2025","100","SCEV100DX,SCEV200DX,SCEV300DX"
"Scenisk verksamhet – samtida dans - Nivå 1","SCEK100DX","Scenisk verksamhet – samtida dans","SCEK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SCEK&courseCode=SCEK100DX&version=1&tos=gy&origin=gy2025","100","SCEK100DX,SCEK200DX,SCEK300DX"
"Scenisk verksamhet – samtida dans - Nivå 2","SCEK200DX","Scenisk verksamhet – samtida dans","SCEK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SCEK&courseCode=SCEK200DX&version=1&tos=gy&origin=gy2025","100","SCEK100DX,SCEK200DX,SCEK300DX"
"Scenisk verksamhet – samtida dans - Nivå 3","SCEK300DX","Scenisk verksamhet – samtida dans","SCEK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SCEK&courseCode=SCEK300DX&version=1&tos=gy&origin=gy2025","200","SCEK100DX,SCEK200DX,SCEK300DX"
"Serverhantering och informationstjänster - Nivå 1","SERH100TX","Serverhantering och informationstjänster","SERH","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SERH&courseCode=SERH100TX&version=1&tos=gy&origin=gy2025","100","SERH100TX,SERH200TX"
"Serverhantering och informationstjänster - Nivå 2","SERH200TX","Serverhantering och informationstjänster","SERH","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SERH&courseCode=SERH200TX&version=1&tos=gy&origin=gy2025","100","SERH100TX,SERH200TX"
"Servering - Nivå 1","SERR1000X","Servering","SERR","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SERR&courseCode=SERR1000X&version=1&tos=gy&origin=gy2025","100","SERR1000X,SERR2000X,SERR3000X,SERR4000X,SERR5000X"
"Servering - Nivå 2","SERR2000X","Servering","SERR","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SERR&courseCode=SERR2000X&version=1&tos=gy&origin=gy2025","100","SERR1000X,SERR2000X,SERR3000X,SERR4000X,SERR5000X"
"Servering - Nivå 3","SERR3000X","Servering","SERR","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SERR&courseCode=SERR3000X&version=1&tos=gy&origin=gy2025","200","SERR1000X,SERR2000X,SERR3000X,SERR4000X,SERR5000X"
"Servering - Nivå 4","SERR4000X","Servering","SERR","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SERR&courseCode=SERR4000X&version=1&tos=gy&origin=gy2025","200","SERR1000X,SERR2000X,SERR3000X,SERR4000X,SERR5000X"
"Servering - Nivå 5","SERR5000X","Servering","SERR","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SERR&courseCode=SERR5000X&version=1&tos=gy&origin=gy2025","200","SERR1000X,SERR2000X,SERR3000X,SERR4000X,SERR5000X"
"Service och bemötande - Nivå 1","SERV1000X","Service och bemötande","SERV","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SERV&courseCode=SERV1000X&version=1&tos=gy&origin=gy2025","100","SERV1000X"
"Serviceteknik – naturbruk - Nivå 1","SERI1000X","Serviceteknik – naturbruk","SERI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SERI&courseCode=SERI1000X&version=1&tos=gy&origin=gy2025","100","SERI1000X,SERI2000X,SERI3000X"
"Serviceteknik – naturbruk - Nivå 2","SERI2000X","Serviceteknik – naturbruk","SERI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SERI&courseCode=SERI2000X&version=1&tos=gy&origin=gy2025","100","SERI1000X,SERI2000X,SERI3000X"
"Serviceteknik – naturbruk - Nivå 3","SERI3000X","Serviceteknik – naturbruk","SERI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SERI&courseCode=SERI3000X&version=1&tos=gy&origin=gy2025","200","SERI1000X,SERI2000X,SERI3000X"
"Signalteknik – järnväg - Nivå 1","SIGN1000X","Signalteknik – järnväg","SIGN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SIGN&courseCode=SIGN1000X&version=1&tos=gy&origin=gy2025","200","SIGN1000X"
"Siminstruktör - Nivå 1","SIMN1000X","Siminstruktör","SIMN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SIMN&courseCode=SIMN1000X&version=1&tos=gy&origin=gy2025","100","SIMN1000X"
"Sjöfartssäkerhet - Nivå 1","SJOA1000X","Sjöfartssäkerhet","SJOA","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SJOA&courseCode=SJOA1000X&version=1&tos=gy&origin=gy2025","100","SJOA1000X,SJOA2000X"
"Sjöfartssäkerhet - Nivå 2","SJOA2000X","Sjöfartssäkerhet","SJOA","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SJOA&courseCode=SJOA2000X&version=1&tos=gy&origin=gy2025","200","SJOA1000X,SJOA2000X"
"Skogsbruksmaskinsteknik - Nivå 1","SKOG1000X","Skogsbruksmaskinsteknik","SKOG","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SKOG&courseCode=SKOG1000X&version=1&tos=gy&origin=gy2025","100","SKOG1000X"
"Skogsmaskiner - Nivå 1","SKOM1000X","Skogsmaskiner","SKOM","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SKOM&courseCode=SKOM1000X&version=1&tos=gy&origin=gy2025","100","SKOM1000X,SKOM2000X,SKOM3000X"
"Skogsmaskiner - Nivå 2","SKOM2000X","Skogsmaskiner","SKOM","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SKOM&courseCode=SKOM2000X&version=1&tos=gy&origin=gy2025","100","SKOM1000X,SKOM2000X,SKOM3000X"
"Skogsmaskiner - Nivå 3","SKOM3000X","Skogsmaskiner","SKOM","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SKOM&courseCode=SKOM3000X&version=1&tos=gy&origin=gy2025","200","SKOM1000X,SKOM2000X,SKOM3000X"
"Skogsproduktion - Nivå 1","SKOS1000X","Skogsproduktion","SKOS","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SKOS&courseCode=SKOS1000X&version=1&tos=gy&origin=gy2025","100","SKOS1000X,SKOS2000X,SKOS3000X"
"Skogsproduktion - Nivå 2","SKOS2000X","Skogsproduktion","SKOS","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SKOS&courseCode=SKOS2000X&version=1&tos=gy&origin=gy2025","100","SKOS1000X,SKOS2000X,SKOS3000X"
"Skogsproduktion - Nivå 3","SKOS3000X","Skogsproduktion","SKOS","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SKOS&courseCode=SKOS3000X&version=1&tos=gy&origin=gy2025","200","SKOS1000X,SKOS2000X,SKOS3000X"
"Skogsvård - Nivå 1","SKOV1000X","Skogsvård","SKOV","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SKOV&courseCode=SKOV1000X&version=1&tos=gy&origin=gy2025","100","SKOV1000X,SKOV2000X,SKOV3000X"
"Skogsvård - Nivå 2","SKOV2000X","Skogsvård","SKOV","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SKOV&courseCode=SKOV2000X&version=1&tos=gy&origin=gy2025","100","SKOV1000X,SKOV2000X,SKOV3000X"
"Skogsvård - Nivå 3","SKOV3000X","Skogsvård","SKOV","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SKOV&courseCode=SKOV3000X&version=1&tos=gy&origin=gy2025","100","SKOV1000X,SKOV2000X,SKOV3000X"
"Skärgårdsnavigation - Nivå 1","SKAG1000X","Skärgårdsnavigation","SKAG","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SKAG&courseCode=SKAG1000X&version=1&tos=gy&origin=gy2025","100","SKAG1000X"
"Skötsel av utemiljöer - Nivå 1","SKOT1000X","Skötsel av utemiljöer","SKOT","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SKOT&courseCode=SKOT1000X&version=1&tos=gy&origin=gy2025","200","SKOT1000X,SKOT2000X"
"Skötsel av utemiljöer - Nivå 2","SKOT2000X","Skötsel av utemiljöer","SKOT","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SKOT&courseCode=SKOT2000X&version=1&tos=gy&origin=gy2025","100","SKOT1000X,SKOT2000X"
"Småskalig skogsteknik - Nivå 1","SMAS1000X","Småskalig skogsteknik","SMAS","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SMAS&courseCode=SMAS1000X&version=1&tos=gy&origin=gy2025","100","SMAS1000X"
"Snöfordon – service och underhållsteknik - Nivå 1","SNOF1000X","Snöfordon – service och underhållsteknik","SNOF","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SNOF&courseCode=SNOF1000X&version=1&tos=gy&origin=gy2025","200","SNOF1000X,SNOF2000X"
"Snöfordon – service och underhållsteknik - Nivå 2","SNOF2000X","Snöfordon – service och underhållsteknik","SNOF","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SNOF&courseCode=SNOF2000X&version=1&tos=gy&origin=gy2025","200","SNOF1000X,SNOF2000X"
"Snöskotrar – reparations- och systemteknik - Nivå 1","SNOK1000X","Snöskotrar – reparations- och systemteknik","SNOK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SNOK&courseCode=SNOK1000X&version=1&tos=gy&origin=gy2025","100","SNOK1000X,SNOK2000X"
"Snöskotrar – reparations- och systemteknik - Nivå 2","SNOK2000X","Snöskotrar – reparations- och systemteknik","SNOK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SNOK&courseCode=SNOK2000X&version=1&tos=gy&origin=gy2025","100","SNOK1000X,SNOK2000X"
"Snötillverkning - Nivå 1","SNOI1000X","Snötillverkning","SNOI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SNOI&courseCode=SNOI1000X&version=1&tos=gy&origin=gy2025","100","SNOI1000X"
"Social omsorg - Nivå 1","SOCL1000X","Social omsorg","SOCL","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SOCL&courseCode=SOCL1000X&version=1&tos=gy&origin=gy2025","100","SOCL1000X,SOCL2000X"
"Social omsorg - Nivå 2","SOCL2000X","Social omsorg","SOCL","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SOCL&courseCode=SOCL2000X&version=1&tos=gy&origin=gy2025","100","SOCL1000X,SOCL2000X"
"Socialt arbete - Nivå 1","SOCA1000X","Socialt arbete","SOCA","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SOCA&courseCode=SOCA1000X&version=1&tos=gy&origin=gy2025","100","SOCA1000X,SOCA2000X"
"Socialt arbete - Nivå 2","SOCA2000X","Socialt arbete","SOCA","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SOCA&courseCode=SOCA2000X&version=1&tos=gy&origin=gy2025","100","SOCA1000X,SOCA2000X"
"Sociologi - Nivå 1","SOCI1000X","Sociologi","SOCI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SOCI&courseCode=SOCI1000X&version=1&tos=gy&origin=gy2025","100","SOCI1000X,SOCI2000X"
"Sociologi - Nivå 2","SOCI2000X","Sociologi","SOCI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SOCI&courseCode=SOCI2000X&version=1&tos=gy&origin=gy2025","100","SOCI1000X,SOCI2000X"
"Solcellsmontering - Nivå 1","SOLC1000X","Solcellsmontering","SOLC","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SOLC&courseCode=SOLC1000X&version=1&tos=gy&origin=gy2025","200","SOLC1000X"
"Solcellsteknik - Nivå 1","SOLE1000X","Solcellsteknik","SOLE","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SOLE&courseCode=SOLE1000X&version=1&tos=gy&origin=gy2025","100","SOLE1000X,SOLE2000X"
"Solcellsteknik - Nivå 2","SOLE2000X","Solcellsteknik","SOLE","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SOLE&courseCode=SOLE2000X&version=1&tos=gy&origin=gy2025","100","SOLE1000X,SOLE2000X"
"Specialidrott - Nivå 1","SPEC100IX","Specialidrott","SPEC","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SPEC&courseCode=SPEC100IX&version=1&tos=gy&origin=gy2025","200","SPEC100IX,SPEC200IX,SPEC300IX"
"Specialidrott - Nivå 2","SPEC200IX","Specialidrott","SPEC","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SPEC&courseCode=SPEC200IX&version=1&tos=gy&origin=gy2025","100","SPEC100IX,SPEC200IX,SPEC300IX"
"Specialidrott - Nivå 3","SPEC300IX","Specialidrott","SPEC","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=SPEC&courseCode=SPEC300IX&version=1&tos=gy&origin=gy2025","100","SPEC100IX,SPEC200IX,SPEC300IX"
